datetime,load_forecast
1/8/2016 10:00,1466.1
1/8/2016 11:00,1484.1
1/8/2016 12:00,1507.9
1/8/2016 13:00,1539.5
1/8/2016 14:00,1539.9
1/8/2016 15:00,1450.8
1/8/2016 16:00,1380.3
1/8/2016 17:00,1322.6
1/8/2016 18:00,1337.6
1/8/2016 19:00,1358.9
1/8/2016 20:00,1316.7
1/8/2016 21:00,1274.8
1/8/2016 22:00,1208.5
1/8/2016 23:00,1112.7
1/9/2016 0:00,1007.2
1/9/2016 1:00,986.6
1/9/2016 2:00,947.4
1/9/2016 3:00,933.9
1/9/2016 4:00,914.5
1/9/2016 5:00,891
1/9/2016 6:00,887.5
1/9/2016 7:00,918
1/9/2016 8:00,973.7
1/9/2016 9:00,1035.1
1/9/2016 10:00,1085.9
1/9/2016 11:00,1120.1
1/9/2016 12:00,1137.3
1/9/2016 13:00,1136.5
1/9/2016 14:00,1118.1
1/9/2016 15:00,1093.1
1/9/2016 16:00,1084.1
1/9/2016 17:00,1105.2
1/9/2016 18:00,1138.8
1/9/2016 19:00,1145.2
1/9/2016 20:00,1120.3
1/9/2016 21:00,1114.9
1/9/2016 22:00,1068.7
1/9/2016 23:00,1015.9
1/10/2016 0:00,1045.8
1/10/2016 1:00,1021.1
1/10/2016 2:00,976.3
1/10/2016 3:00,960.8
1/10/2016 4:00,939.5
1/10/2016 5:00,913.6
1/10/2016 6:00,909.2
1/10/2016 7:00,942.7
1/10/2016 8:00,1005
1/10/2016 9:00,1072.6
1/10/2016 10:00,1125.6
1/10/2016 11:00,1156.6
1/10/2016 12:00,1167.8
1/10/2016 13:00,1162.3
1/10/2016 14:00,1142.9
1/10/2016 15:00,1121.5
1/10/2016 16:00,1119.7
1/10/2016 17:00,1152.4
1/10/2016 18:00,1201.6
1/10/2016 19:00,1223.9
1/10/2016 20:00,1210
1/10/2016 21:00,1206.5
1/10/2016 22:00,1145.6
1/10/2016 23:00,1087.4
1/11/2016 0:00,1034.8
1/11/2016 1:00,1005.8
1/11/2016 2:00,959.8
1/11/2016 3:00,949.1
1/11/2016 4:00,932.5
1/11/2016 5:00,942.8
1/11/2016 6:00,1027.5
1/11/2016 7:00,1180.9
1/11/2016 8:00,1343
1/11/2016 9:00,1452.1
1/11/2016 10:00,1491.6
1/11/2016 11:00,1494.1
1/11/2016 12:00,1504.1
1/11/2016 13:00,1531.2
1/11/2016 14:00,1541.2
1/11/2016 15:00,1497.8
1/11/2016 16:00,1411
1/11/2016 17:00,1339
1/11/2016 18:00,1324.5
1/11/2016 19:00,1333.2
1/11/2016 20:00,1301.9
1/11/2016 21:00,1255.1
1/11/2016 22:00,1202.8
1/11/2016 23:00,1121.9
1/12/2016 0:00,1046.6
1/12/2016 1:00,998.3
1/12/2016 2:00,960.7
1/12/2016 3:00,947.9
1/12/2016 4:00,931.9
1/12/2016 5:00,944.9
1/12/2016 6:00,1026.1
1/12/2016 7:00,1170.1
1/12/2016 8:00,1325.2
1/12/2016 9:00,1437.2
1/12/2016 10:00,1486.2
1/12/2016 11:00,1493.5
1/12/2016 12:00,1494.4
1/12/2016 13:00,1502.5
1/12/2016 14:00,1497.5
1/12/2016 15:00,1454.4
1/12/2016 16:00,1379.9
1/12/2016 17:00,1317.7
1/12/2016 18:00,1303.3
1/12/2016 19:00,1313
1/12/2016 20:00,1288.9
1/12/2016 21:00,1234.9
1/12/2016 22:00,1188.6
1/12/2016 23:00,1119.5
1/13/2016 0:00,1049
1/13/2016 1:00,1006.3
1/13/2016 2:00,968.6
1/13/2016 3:00,954.8
1/13/2016 4:00,930.8
1/13/2016 5:00,936.2
1/13/2016 6:00,1017.3
1/13/2016 7:00,1165.9
1/13/2016 8:00,1323
1/13/2016 9:00,1429.9
1/13/2016 10:00,1470.4
1/13/2016 11:00,1472.9
1/13/2016 12:00,1475.1
1/13/2016 13:00,1486.1
1/13/2016 14:00,1480.5
1/13/2016 15:00,1434.3
1/13/2016 16:00,1363
1/13/2016 17:00,1315.5
1/13/2016 18:00,1317.1
1/13/2016 19:00,1328.2
1/13/2016 20:00,1297.2
1/13/2016 21:00,1253.1
1/13/2016 22:00,1196.2
1/13/2016 23:00,1125.3
1/14/2016 0:00,1032
1/14/2016 1:00,994.5
1/14/2016 2:00,954
1/14/2016 3:00,951.8
1/14/2016 4:00,943.4
1/14/2016 5:00,954.3
1/14/2016 6:00,1031
1/14/2016 7:00,1175.8
1/14/2016 8:00,1337.2
1/14/2016 9:00,1454.1
1/14/2016 10:00,1501.5
1/14/2016 11:00,1501.7
1/14/2016 12:00,1496
1/14/2016 13:00,1501.6
1/14/2016 14:00,1497
1/14/2016 15:00,1453
1/14/2016 16:00,1376.3
1/14/2016 17:00,1315.6
1/14/2016 18:00,1309
1/14/2016 19:00,1322.6
1/14/2016 20:00,1288.9
1/14/2016 21:00,1227.7
1/14/2016 22:00,1179.4
1/14/2016 23:00,1114.8
1/15/2016 0:00,1045.3
1/15/2016 1:00,1006.2
1/15/2016 2:00,979.6
1/15/2016 3:00,981.6
1/15/2016 4:00,967.3
1/15/2016 5:00,973.2
1/15/2016 6:00,1049.5
1/15/2016 7:00,1191.7
1/15/2016 8:00,1341.9
1/15/2016 9:00,1441.6
1/15/2016 10:00,1475.7
1/15/2016 11:00,1476
1/15/2016 12:00,1484.3
1/15/2016 13:00,1509
1/15/2016 14:00,1516.9
1/15/2016 15:00,1472.1
1/15/2016 16:00,1383.9
1/15/2016 17:00,1309.6
1/15/2016 18:00,1296.2
1/15/2016 19:00,1314.7
1/15/2016 20:00,1292.2
1/15/2016 21:00,1228.6
1/15/2016 22:00,1182.8
1/15/2016 23:00,1112.3
1/16/2016 0:00,1043.7
1/16/2016 1:00,1008.2
1/16/2016 2:00,969.5
1/16/2016 3:00,962.9
1/16/2016 4:00,941
1/16/2016 5:00,922
1/16/2016 6:00,951.5
1/16/2016 7:00,1042.1
1/16/2016 8:00,1159.3
1/16/2016 9:00,1254
1/16/2016 10:00,1296.9
1/16/2016 11:00,1295.6
1/16/2016 12:00,1276.8
1/16/2016 13:00,1257.5
1/16/2016 14:00,1235.2
1/16/2016 15:00,1204.3
1/16/2016 16:00,1177.7
1/16/2016 17:00,1183.4
1/16/2016 18:00,1222.6
1/16/2016 19:00,1247.5
1/16/2016 20:00,1217.1
1/16/2016 21:00,1176.2
1/16/2016 22:00,1130.6
1/16/2016 23:00,1083.5
1/17/2016 0:00,1031.9
1/17/2016 1:00,1004
1/17/2016 2:00,962.2
1/17/2016 3:00,947.8
1/17/2016 4:00,925.9
1/17/2016 5:00,899.3
1/17/2016 6:00,894.7
1/17/2016 7:00,927.7
1/17/2016 8:00,988
1/17/2016 9:00,1052.7
1/17/2016 10:00,1102.8
1/17/2016 11:00,1133.4
1/17/2016 12:00,1147.4
1/17/2016 13:00,1146.1
1/17/2016 14:00,1129.5
1/17/2016 15:00,1106.9
1/17/2016 16:00,1100.8
1/17/2016 17:00,1131.3
1/17/2016 18:00,1182.8
1/17/2016 19:00,1208.2
1/17/2016 20:00,1191.2
1/17/2016 21:00,1183.3
1/17/2016 22:00,1134.9
1/17/2016 23:00,1070.6
1/18/2016 0:00,1025.2
1/18/2016 1:00,995.6
1/18/2016 2:00,954.5
1/18/2016 3:00,943.1
1/18/2016 4:00,924.4
1/18/2016 5:00,934.9
1/18/2016 6:00,1020.2
1/18/2016 7:00,1172.4
1/18/2016 8:00,1331.5
1/18/2016 9:00,1438.2
1/18/2016 10:00,1476.9
1/18/2016 11:00,1481.2
1/18/2016 12:00,1492.6
1/18/2016 13:00,1519.4
1/18/2016 14:00,1527.9
1/18/2016 15:00,1484
1/18/2016 16:00,1399.1
1/18/2016 17:00,1330.5
1/18/2016 18:00,1318
1/18/2016 19:00,1326.8
1/18/2016 20:00,1296.6
1/18/2016 21:00,1249.1
1/18/2016 22:00,1190.9
1/18/2016 23:00,1112.7
1/19/2016 0:00,1044.3
1/19/2016 1:00,997.7
1/19/2016 2:00,959
1/19/2016 3:00,948
1/19/2016 4:00,931.5
1/19/2016 5:00,941.7
1/19/2016 6:00,1020.8
1/19/2016 7:00,1164.4
1/19/2016 8:00,1320.1
1/19/2016 9:00,1432
1/19/2016 10:00,1478.6
1/19/2016 11:00,1483.7
1/19/2016 12:00,1484.4
1/19/2016 13:00,1494.7
1/19/2016 14:00,1493.4
1/19/2016 15:00,1453.3
1/19/2016 16:00,1379.7
1/19/2016 17:00,1316.8
1/19/2016 18:00,1299.6
1/19/2016 19:00,1304
1/19/2016 20:00,1276.8
1/19/2016 21:00,1228.4
1/19/2016 22:00,1181.1
1/19/2016 23:00,1107.8
1/20/2016 0:00,1053.3
1/20/2016 1:00,1011
1/20/2016 2:00,975.8
1/20/2016 3:00,959.5
1/20/2016 4:00,933.9
1/20/2016 5:00,941.3
1/20/2016 6:00,1026.2
1/20/2016 7:00,1177.7
1/20/2016 8:00,1335.7
1/20/2016 9:00,1443
1/20/2016 10:00,1483.2
1/20/2016 11:00,1485.6
1/20/2016 12:00,1487.8
1/20/2016 13:00,1499.2
1/20/2016 14:00,1494.9
1/20/2016 15:00,1450
1/20/2016 16:00,1377.1
1/20/2016 17:00,1323.4
1/20/2016 18:00,1315.8
1/20/2016 19:00,1321
1/20/2016 20:00,1289.5
1/20/2016 21:00,1242.7
1/20/2016 22:00,1190.2
1/20/2016 23:00,1120.2
1/21/2016 0:00,1011.2
1/21/2016 1:00,969.7
1/21/2016 2:00,930.3
1/21/2016 3:00,926
1/21/2016 4:00,916.8
1/21/2016 5:00,929.5
1/21/2016 6:00,1007
1/21/2016 7:00,1148.3
1/21/2016 8:00,1302.8
1/21/2016 9:00,1414.8
1/21/2016 10:00,1462.2
1/21/2016 11:00,1467.8
1/21/2016 12:00,1468.7
1/21/2016 13:00,1477.4
1/21/2016 14:00,1472
1/21/2016 15:00,1427.2
1/21/2016 16:00,1353.6
1/21/2016 17:00,1299.4
1/21/2016 18:00,1295
1/21/2016 19:00,1303.7
1/21/2016 20:00,1267.8
1/21/2016 21:00,1216.8
1/21/2016 22:00,1168.6
1/21/2016 23:00,1101.8
1/22/2016 0:00,1035.9
1/22/2016 1:00,991.6
1/22/2016 2:00,960.1
1/22/2016 3:00,956
1/22/2016 4:00,939.4
1/22/2016 5:00,945.7
1/22/2016 6:00,1022.7
1/22/2016 7:00,1166
1/22/2016 8:00,1320.2
1/22/2016 9:00,1426.6
1/22/2016 10:00,1465.2
1/22/2016 11:00,1463.6
1/22/2016 12:00,1462
1/22/2016 13:00,1473.3
1/22/2016 14:00,1473.1
1/22/2016 15:00,1432.4
1/22/2016 16:00,1358.3
1/22/2016 17:00,1298.9
1/22/2016 18:00,1289
1/22/2016 19:00,1298.8
1/22/2016 20:00,1270.9
1/22/2016 21:00,1218.4
1/22/2016 22:00,1166.6
1/22/2016 23:00,1098.3
1/23/2016 0:00,1025.5
1/23/2016 1:00,988.1
1/23/2016 2:00,948
1/23/2016 3:00,941.1
1/23/2016 4:00,921.1
1/23/2016 5:00,903.4
1/23/2016 6:00,931.1
1/23/2016 7:00,1018.4
1/23/2016 8:00,1134.2
1/23/2016 9:00,1230.9
1/23/2016 10:00,1278.7
1/23/2016 11:00,1281.7
1/23/2016 12:00,1263.5
1/23/2016 13:00,1241.8
1/23/2016 14:00,1218.2
1/23/2016 15:00,1189.9
1/23/2016 16:00,1168.8
1/23/2016 17:00,1177.8
1/23/2016 18:00,1216
1/23/2016 19:00,1238.2
1/23/2016 20:00,1206.3
1/23/2016 21:00,1162.6
1/23/2016 22:00,1118.8
1/23/2016 23:00,1069.9
1/24/2016 0:00,1021.8
1/24/2016 1:00,992
1/24/2016 2:00,952
1/24/2016 3:00,938.6
1/24/2016 4:00,915.6
1/24/2016 5:00,886
1/24/2016 6:00,878.9
1/24/2016 7:00,910.7
1/24/2016 8:00,971.1
1/24/2016 9:00,1035.4
1/24/2016 10:00,1084.1
1/24/2016 11:00,1113.3
1/24/2016 12:00,1128.1
1/24/2016 13:00,1130.5
1/24/2016 14:00,1117.6
1/24/2016 15:00,1094.7
1/24/2016 16:00,1082.8
1/24/2016 17:00,1106.1
1/24/2016 18:00,1156.6
1/24/2016 19:00,1186.8
1/24/2016 20:00,1169.5
1/24/2016 21:00,1154
1/24/2016 22:00,1112.5
1/24/2016 23:00,1051.1
1/25/2016 0:00,999.9
1/25/2016 1:00,966.8
1/25/2016 2:00,928.5
1/25/2016 3:00,918
1/25/2016 4:00,901.2
1/25/2016 5:00,912.2
1/25/2016 6:00,995.4
1/25/2016 7:00,1144.5
1/25/2016 8:00,1303.4
1/25/2016 9:00,1413.6
1/25/2016 10:00,1457
1/25/2016 11:00,1461.4
1/25/2016 12:00,1466.7
1/25/2016 13:00,1484.4
1/25/2016 14:00,1488.3
1/25/2016 15:00,1448.2
1/25/2016 16:00,1370.7
1/25/2016 17:00,1305.3
1/25/2016 18:00,1289.6
1/25/2016 19:00,1297.7
1/25/2016 20:00,1270.2
1/25/2016 21:00,1218.7
1/25/2016 22:00,1167.5
1/25/2016 23:00,1091.1
1/26/2016 0:00,1028.2
1/26/2016 1:00,984
1/26/2016 2:00,947.8
1/26/2016 3:00,936.8
1/26/2016 4:00,917.5
1/26/2016 5:00,924.9
1/26/2016 6:00,1003.2
1/26/2016 7:00,1147.3
1/26/2016 8:00,1303.1
1/26/2016 9:00,1413.3
1/26/2016 10:00,1459.4
1/26/2016 11:00,1466.7
1/26/2016 12:00,1472.3
1/26/2016 13:00,1487.3
1/26/2016 14:00,1487.7
1/26/2016 15:00,1446.5
1/26/2016 16:00,1371.8
1/26/2016 17:00,1310.2
1/26/2016 18:00,1294
1/26/2016 19:00,1294.9
1/26/2016 20:00,1261.6
1/26/2016 21:00,1215.8
1/26/2016 22:00,1170
1/26/2016 23:00,1097.7
1/27/2016 0:00,1025
1/27/2016 1:00,986
1/27/2016 2:00,950.6
1/27/2016 3:00,938.6
1/27/2016 4:00,917.7
1/27/2016 5:00,924.4
1/27/2016 6:00,1003
1/27/2016 7:00,1147.1
1/27/2016 8:00,1301.9
1/27/2016 9:00,1410.5
1/27/2016 10:00,1455.1
1/27/2016 11:00,1461.1
1/27/2016 12:00,1464.7
1/27/2016 13:00,1475.9
1/27/2016 14:00,1472
1/27/2016 15:00,1429.5
1/27/2016 16:00,1359.8
1/27/2016 17:00,1308.2
1/27/2016 18:00,1301.7
1/27/2016 19:00,1306.3
1/27/2016 20:00,1271.6
1/27/2016 21:00,1223
1/27/2016 22:00,1169.9
1/27/2016 23:00,1095.3
1/28/2016 0:00,1006.4
1/28/2016 1:00,964.9
1/28/2016 2:00,928.1
1/28/2016 3:00,922.9
1/28/2016 4:00,910.5
1/28/2016 5:00,919.9
1/28/2016 6:00,995.9
1/28/2016 7:00,1136.9
1/28/2016 8:00,1291.8
1/28/2016 9:00,1403.4
1/28/2016 10:00,1451.1
1/28/2016 11:00,1458.4
1/28/2016 12:00,1462.2
1/28/2016 13:00,1473.9
1/28/2016 14:00,1470.9
1/28/2016 15:00,1427.7
1/28/2016 16:00,1353.9
1/28/2016 17:00,1298.3
1/28/2016 18:00,1292.1
1/28/2016 19:00,1299.8
1/28/2016 20:00,1264.1
1/28/2016 21:00,1212.4
1/28/2016 22:00,1162.8
1/28/2016 23:00,1100.8
1/29/2016 0:00,1029.4
1/29/2016 1:00,984.7
1/29/2016 2:00,950.3
1/29/2016 3:00,943.7
1/29/2016 4:00,924.9
1/29/2016 5:00,929.2
1/29/2016 6:00,1005.5
1/29/2016 7:00,1150.5
1/29/2016 8:00,1308.5
1/29/2016 9:00,1418.6
1/29/2016 10:00,1459.8
1/29/2016 11:00,1458
1/29/2016 12:00,1453.1
1/29/2016 13:00,1459.4
1/29/2016 14:00,1454.8
1/29/2016 15:00,1413.2
1/29/2016 16:00,1342.8
1/29/2016 17:00,1289.2
1/29/2016 18:00,1282.1
1/29/2016 19:00,1289.4
1/29/2016 20:00,1256.5
1/29/2016 21:00,1206.4
1/29/2016 22:00,1155.5
1/29/2016 23:00,1089.8
1/30/2016 0:00,1011.3
1/30/2016 1:00,973
1/30/2016 2:00,933.3
1/30/2016 3:00,925.1
1/30/2016 4:00,904.4
1/30/2016 5:00,887.7
1/30/2016 6:00,917.3
1/30/2016 7:00,1005.5
1/30/2016 8:00,1122.1
1/30/2016 9:00,1219.7
1/30/2016 10:00,1268.3
1/30/2016 11:00,1272.3
1/30/2016 12:00,1254.2
1/30/2016 13:00,1232
1/30/2016 14:00,1206.9
1/30/2016 15:00,1176.9
1/30/2016 16:00,1153.8
1/30/2016 17:00,1160.7
1/30/2016 18:00,1196
1/30/2016 19:00,1216.5
1/30/2016 20:00,1185.6
1/30/2016 21:00,1143.4
1/30/2016 22:00,1099.3
1/30/2016 23:00,1049
1/31/2016 0:00,989.3
1/31/2016 1:00,948.9
1/31/2016 2:00,911.4
1/31/2016 3:00,903.7
1/31/2016 4:00,880.1
1/31/2016 5:00,845.2
1/31/2016 6:00,834.4
1/31/2016 7:00,867.4
1/31/2016 8:00,931.8
1/31/2016 9:00,997.9
1/31/2016 10:00,1043.9
1/31/2016 11:00,1069.6
1/31/2016 12:00,1085.1
1/31/2016 13:00,1094
1/31/2016 14:00,1088.3
1/31/2016 15:00,1065.3
1/31/2016 16:00,1044.3
1/31/2016 17:00,1056.8
1/31/2016 18:00,1104.9
1/31/2016 19:00,1139.1
1/31/2016 20:00,1120.4
1/31/2016 21:00,1097.4
1/31/2016 22:00,1060.2
1/31/2016 23:00,999.4
2/1/2016 0:00,962.1
2/1/2016 1:00,924.8
2/1/2016 2:00,893.1
2/1/2016 3:00,884.9
2/1/2016 4:00,869.4
2/1/2016 5:00,882.9
2/1/2016 6:00,968.9
2/1/2016 7:00,1120.1
2/1/2016 8:00,1281.6
2/1/2016 9:00,1395.7
2/1/2016 10:00,1442.7
2/1/2016 11:00,1448.6
2/1/2016 12:00,1451.3
2/1/2016 13:00,1464.1
2/1/2016 14:00,1464.6
2/1/2016 15:00,1424.6
2/1/2016 16:00,1349.6
2/1/2016 17:00,1284.5
2/1/2016 18:00,1266.2
2/1/2016 19:00,1271.9
2/1/2016 20:00,1246
2/1/2016 21:00,1193.8
2/1/2016 22:00,1145.4
2/1/2016 23:00,1070.7
2/2/2016 0:00,1009.8
2/2/2016 1:00,965.2
2/2/2016 2:00,933.2
2/2/2016 3:00,925.3
2/2/2016 4:00,907.6
2/2/2016 5:00,915.9
2/2/2016 6:00,994.4
2/2/2016 7:00,1136.1
2/2/2016 8:00,1288.4
2/2/2016 9:00,1395.7
2/2/2016 10:00,1440.4
2/2/2016 11:00,1448.8
2/2/2016 12:00,1456.7
2/2/2016 13:00,1472.4
2/2/2016 14:00,1471.2
2/2/2016 15:00,1426.2
2/2/2016 16:00,1348.8
2/2/2016 17:00,1286.3
2/2/2016 18:00,1271.5
2/2/2016 19:00,1273.6
2/2/2016 20:00,1240.2
2/2/2016 21:00,1194
2/2/2016 22:00,1150.3
2/2/2016 23:00,1080.5
2/3/2016 0:00,1019.7
2/3/2016 1:00,981.9
2/3/2016 2:00,946.9
2/3/2016 3:00,935.4
2/3/2016 4:00,913.9
2/3/2016 5:00,919.8
2/3/2016 6:00,998.6
2/3/2016 7:00,1143.4
2/3/2016 8:00,1299.2
2/3/2016 9:00,1408.1
2/3/2016 10:00,1453
2/3/2016 11:00,1459.3
2/3/2016 12:00,1464.1
2/3/2016 13:00,1476.7
2/3/2016 14:00,1472.9
2/3/2016 15:00,1427.7
2/3/2016 16:00,1353.9
2/3/2016 17:00,1299.9
2/3/2016 18:00,1294.9
2/3/2016 19:00,1302.3
2/3/2016 20:00,1268.4
2/3/2016 21:00,1219.5
2/3/2016 22:00,1166.2
2/3/2016 23:00,1095.8
2/4/2016 0:00,1007.5
2/4/2016 1:00,968.8
2/4/2016 2:00,930.5
2/4/2016 3:00,926.4
2/4/2016 4:00,915.1
2/4/2016 5:00,924.6
2/4/2016 6:00,1000.4
2/4/2016 7:00,1142.3
2/4/2016 8:00,1298.8
2/4/2016 9:00,1410.7
2/4/2016 10:00,1455.1
2/4/2016 11:00,1458
2/4/2016 12:00,1460.6
2/4/2016 13:00,1477.9
2/4/2016 14:00,1484.5
2/4/2016 15:00,1446.4
2/4/2016 16:00,1368
2/4/2016 17:00,1299.7
2/4/2016 18:00,1283.7
2/4/2016 19:00,1291
2/4/2016 20:00,1258.3
2/4/2016 21:00,1204.5
2/4/2016 22:00,1156
2/4/2016 23:00,1091.3
2/5/2016 0:00,999
2/5/2016 1:00,956.8
2/5/2016 2:00,923.3
2/5/2016 3:00,913.5
2/5/2016 4:00,893.9
2/5/2016 5:00,898.9
2/5/2016 6:00,974
2/5/2016 7:00,1115.8
2/5/2016 8:00,1272.6
2/5/2016 9:00,1386.2
2/5/2016 10:00,1433
2/5/2016 11:00,1435.4
2/5/2016 12:00,1430.9
2/5/2016 13:00,1435.1
2/5/2016 14:00,1429.5
2/5/2016 15:00,1389.6
2/5/2016 16:00,1322.7
2/5/2016 17:00,1270.7
2/5/2016 18:00,1262.9
2/5/2016 19:00,1269
2/5/2016 20:00,1236.6
2/5/2016 21:00,1186.5
2/5/2016 22:00,1137.4
2/5/2016 23:00,1076.4
2/6/2016 0:00,1006.8
2/6/2016 1:00,957.7
2/6/2016 2:00,927.7
2/6/2016 3:00,913.3
2/6/2016 4:00,907.8
2/6/2016 5:00,900.4
2/6/2016 6:00,898.7
2/6/2016 7:00,979.6
2/6/2016 8:00,1059.2
2/6/2016 9:00,1120.1
2/6/2016 10:00,1162.7
2/6/2016 11:00,1177.3
2/6/2016 12:00,1165.9
2/6/2016 13:00,1166.7
2/6/2016 14:00,1128
2/6/2016 15:00,1110.1
2/6/2016 16:00,1083.3
2/6/2016 17:00,1051.9
2/6/2016 18:00,1150.1
2/6/2016 19:00,1146.5
2/6/2016 20:00,1111.1
2/6/2016 21:00,1082.7
2/6/2016 22:00,1054.7
2/6/2016 23:00,1013.9
2/7/2016 0:00,1011.2
2/7/2016 1:00,972
2/7/2016 2:00,937.3
2/7/2016 3:00,917.6
2/7/2016 4:00,896.2
2/7/2016 5:00,885.3
2/7/2016 6:00,875.2
2/7/2016 7:00,876.3
2/7/2016 8:00,924
2/7/2016 9:00,978.1
2/7/2016 10:00,1026.8
2/7/2016 11:00,1038.9
2/7/2016 12:00,1039.6
2/7/2016 13:00,1033
2/7/2016 14:00,1035.7
2/7/2016 15:00,1038.3
2/7/2016 16:00,1008.4
2/7/2016 17:00,973.6
2/7/2016 18:00,1058
2/7/2016 19:00,1073.5
2/7/2016 20:00,1061.6
2/7/2016 21:00,1051.5
2/7/2016 22:00,1015.2
2/7/2016 23:00,969.1
2/8/2016 0:00,937.5
2/8/2016 1:00,892.7
2/8/2016 2:00,871.8
2/8/2016 3:00,861.7
2/8/2016 4:00,844.7
2/8/2016 5:00,850.4
2/8/2016 6:00,857.9
2/8/2016 7:00,865.9
2/8/2016 8:00,931
2/8/2016 9:00,1000.2
2/8/2016 10:00,1017.8
2/8/2016 11:00,1025.7
2/8/2016 12:00,1026
